Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Principal Development Lead,4.0,2016-01-16,"Former employee, more than 10 years"," The benefits are very good. Like everyone else they are trying to cut costs but still they were above average in the industry. I moved from Microsft to Google and definitely the medical benefits and most of other are the same.  Company is huge so there is a lot of space to find interesting projects in almost any computer science field. Company invests in teaching. There is an entire division dedicated to internal education and you can learn a lot if you are driven and plan your time well. You get time off for this so it is not double duty. In my experience the people are professional and friendly especially if you are an engineer up to midlevel management dev leads, dev managers.  Ballmer is gone. The new guy Satya seems to know what he is doing. I get this from the many friends I have left at Microsoft and from watching the public moves the company makes.  They are stongly poitioned to take advantage of the cloud revolution Azure is a distant number two after Amazon"," There is some politics from midlevel up quite a lot. This affects everybody because it results in teams being realigned, moved around, competing projects etc.  Company has the two cash cows struggling. Windows ecosystem outside cloud is disappearing and Office has some stiff competition. But they are trying to do the right thing Company is still recovering from the huge mishandling of the mobile presence the Nokia deal, the Windows Phone OS going noewhere, etc.",MicroSoft
Content Management,3.0,2023-03-07,"Former employee, less than 1 year", Great growth mindset culture  Opportunities to advance  Culture is very important  Fair to great pay  Excellent benefits, Impacted by layoffs often  Can be high stress,MicroSoft
Secrutiy Operations Director,5.0,2023-04-02,Former employee, flexibility  diversity  good management, none that I can think off,MicroSoft
Ese Intern,5.0,2023-04-18,"Current employee, less than 1 year",Enjoyed my time there a lot,No complains on my end as a first time job.,MicroSoft
Windows Administrator,4.0,2023-03-06,Former employee,Constant changes in technology require Lear ING new skills and technologies Good benefits Challenging work with good coworkers that are easy to work with,Too many hours and on call rotations,MicroSoft
Senior Product Marketing Specialist,5.0,2023-04-17,Former employee,"Great environment, coworkers, type of work",I don’t have any cons. It was a great experience,MicroSoft
Technical Salesrepresentative,5.0,2023-04-28,"Former employee, more than 5 years",A lot too much to mention,Long hours. No Overtime pay,MicroSoft
Cloud Program Manager,3.0,2023-04-11,Current employee,Compensation is top notch and they value hard workers,The company will take every hour you give them,MicroSoft
Global Vp Of Marketing,4.0,2023-03-22,Former employee,Slow to innovate or react to market trends. A fast follower. Lots of internal politics.,Chat gpt and bing innovation has been a welcome product innovation.,MicroSoft
Account Strategist,5.0,2023-04-13,"Current employee, more than 5 years",great place to work at every stage,Nothing at the moment. Still in honeymoon phase,MicroSoft
Senior Business Process Manager,3.0,2023-02-17,"Current employee, more than 1 year",I was very impressed how MS handled the pandemic and seemed to be more interested in being humancentered.,Massive layoff's without rhyme or reason.,MicroSoft
Supply Chain Consultant,5.0,2023-03-08,Current employee,Flexible working hours. You will have a very supportive community to work with.,"Too many meetings. Sometimes, you might need to spend extra hours for completing your meetings and assignments.",MicroSoft
Construction Manager,4.0,2023-04-23,Current employee,this is the great company,not so many cons for this.,MicroSoft
Field It Manager,5.0,2023-02-24,"Current employee, more than 5 years","While there is difficulty with how large the organization is, the culture and the direction overall is very positive.","Difficulty communicating, too many duplicate tools and processes.",MicroSoft
Solftware Engineer,4.0,2023-04-10,Current employee,"Good benefits, flexible work schedule team dependent",Not easy to communicate across teams,MicroSoft
Hra,3.0,2023-04-26,Current employee,Ok company 10/10 nice women,Bad breeath not enough meals idk,MicroSoft
Principle Cloud Solution Architect,4.0,2023-02-28,"Current employee, more than 1 year",1. Good Cloud Platform 2. Collaborative environment 3. Work Life Balance,1. Many products to master from 2. Need to learn a lot,MicroSoft
Cybersecurity Consultant,4.0,2023-01-30,Former employee,Fed the family well. They invested in training you. The large majority of direct M1 management expressed care and consideration.,"Occasionally, sudden, terrible topdown business decisions wreak havoc with the rank and file employees. 2018 was a support nightmare endtoend.",MicroSoft
Customer Trainer,4.0,2023-04-09,Former employee,"Great team, good remote work and WLB",No complaints that I can think of,MicroSoft
Logic Design Engineer,4.0,2023-02-20,Current employee,"Challenging, interesting inhouse designs Very talented colleagues, good collaboration Strong company identity and culture led at highest levels",Indecision in direction Increase in integration of purchased designs Less commitment to company ideals in middle management,MicroSoft
Scrum Master,5.0,2023-04-15,Current employee,"Work Culture, Management, Learning, Creativity Exploration, Perks","Resource Utilization, Implementation Timeline, PTOs",MicroSoft
Operational Risk Manager,4.0,2023-03-27,"Former employee, more than 10 years",Good work for the pay,Politics can lead to being overlooked for promotions and better bonuses and stock.,MicroSoft
Outbound Sales Specialist,5.0,2023-04-14,Current employee,The management and diversity is pretty awesome.,There are no cons here.,MicroSoft
Solution Area Specialist,4.0,2023-01-05,"Former employee, less than 1 year",Microsoft is good company overall.,Bad management in some organizations.,MicroSoft
Senior Front End Developer,4.0,2023-02-07,Former employee,Worklife balance is good Pers are good Good for recent college grad Coworkers are really helpful Paid leaves are also good as compare to other company,Compensation is less as compared to other tech companies,MicroSoft
Firmware Engineer,5.0,2023-03-30,Current employee,Plenty of opportunities and roles to fill,The usual cons of a big and established company,MicroSoft
Category Lead,5.0,2023-04-05,"Former employee, more than 5 years",Working with a great group of smart people,Annual review process was taxing,MicroSoft
Microsoft Trainer,4.0,2023-02-26,Former employee,"Amazing benefits. $500+ is given to employees to stay healthy, mentally and physically.",Lots of pressure to hit goals or be let go. Hard to move up in company.,MicroSoft
Sr. Business Analyst,1.0,2023-06-07,Current employee,Work life balance is good and depends a lot on team,"Poor leadership, low rewards and low morale",MicroSoft
Azure Architect,5.0,2023-03-11,"Current employee, more than 1 year",Explore new edge technologies. Easy to access top level management.,So fare none cons .,MicroSoft
Computer Hardware Engineer,5.0,2023-04-03,Current employee,It was a very good paying job,It was not a very entertaining job,MicroSoft
Material Program Manager,5.0,2023-03-15,Current employee,Growing Company at Cloud & Data Center infrastructure,Need more variety races at Company,MicroSoft
Techninal Account Manager,4.0,2013-09-12,"Former employee, more than 10 years","Learned many products, and worked with more than 25 Fortune 500 companies during my tenure.  Nothing prepares you for a product like supporting it, and access to the internal tools and products really gives you a heads up.  You can move into many different areas of the company and travel to customers.  Support for learning and certification.","You are stack ranked against your peers, and even doing your job is not enough these days.  I was recently let go for ""performance"" when I had met all of my goals.  I grew my accounts by over 30% this last year, and had great customer feedback.  However, according to mgmt., I was still below my peers, and received a terrible review without a lot of concrete data to back it up.  They are hiring a lot of people straight out of college, and replacing people like me who had over 15 years with the company.  Outperforming your peers may also not be enough, you must have good relationships with mgmt. to excel.",MicroSoft
