Job Title Clean	Job Title Entities	Pros Clean	Pros Entities	Cons Clean	Cons Entities	Cleaned Status	Cleaned Rating	Time	Employment_Type	Role_Type	Duration	Company_Name	combined_text	similarity	x	y	Rating_scaled	Role_Type_contractor	Role_Type_employee	Role_Type_freelancer	Role_Type_internship	Role_Type_temporary	hybrid_similarity	relevance_score	relevant	adjusted_score
software development engineer test lead	{'NER': [], 'ROLES': ['software', 'software development', 'software development engineer', 'software development engineer in test', 'software development engineer in test lead', 'development engineer', 'engineer', 'test', 'test lead', 'lead']}	good pay employer	{'NER': [], 'ROLES': ['good']}	politic bit	{'NER': [], 'ROLES': []}	Former Employee, More Than 8 Years	3.0	2022-04-11	Former	employee	default	MicroSoft	software development engineer test lead good pay employer politic bit employee	0.27623084	4.09376	47.273643	0.5	0.0	1.0	0.0	0.0	0.0	0.19532468554486668	1.0	0	0.49773368
coffee shop manager	{'NER': [], 'ROLES': ['coffee shop manager', 'shop manager', 'manager']}	great atmosphere community opportunity	{'NER': [], 'ROLES': ['great']}	demanding manage multiple location	{'NER': [], 'ROLES': []}	Current Employee	4.0	2025-06-30	Current	employee	default	Google	coffee shop manager great atmosphere community opportunity demanding manage multiple location employee	0.3008857	19.09801	-2.996873	0.75	0.0	1.0	0.0	0.0	0.0	0.21275832012419132	0.5	0	0.4977328
senior software quality engineer	{'NER': [], 'ROLES': ['senior software', 'senior software quality engineer', 'software', 'software quality engineer', 'quality', 'quality engineer', 'engineer']}	opportunity shine good benefit giant tech company new technology explore cross team collaboration excellent multiple location globally	{'NER': [('1', 'CARDINAL'), ('2', 'CARDINAL'), ('3', 'CARDINAL'), ('4', 'CARDINAL'), ('5', 'CARDINAL')], 'ROLES': ['many', 'good', 'tech', 'many', 'technology', 'collaboration']}	level management inconsistent way handle work home flexibility raise salary raise talent compete lazy talent career opportunity company painful	{'NER': [('1', 'CARDINAL'), ('2', 'CARDINAL'), ('3', 'CARDINAL'), ('5', 'CARDINAL'), ('6', 'CARDINAL')], 'ROLES': ['many', 'many', 'talent', 'many', 'talent', 'many', 'it']}	Former Employee, More Than 10 Years	3.0	2017-04-26	Former	employee	default	IBM	senior software quality engineer opportunity shine good benefit giant tech company new technology explore cross team collaboration excellent multiple location globally level management inconsistent way handle work home flexibility raise salary raise talent compete lazy talent career opportunity company painful employee	0.2935474	-20.464281	30.768404	0.5	0.0	1.0	0.0	0.0	0.0	0.2075693283594935	0.0	0	0.49772808
consulting engineering	{'NER': [], 'ROLES': ['consulting', 'consulting - engineering', 'engineering']}	great work life balance employee friendly environment	{'NER': [], 'ROLES': ['great', 'employee']}	con till precise	{'NER': [], 'ROLES': []}	Current Employee, Less Than 1 Year	5.0	2023-08-09	Current	employee	<1 year	Cisco	consulting engineering great work life balance employee friendly environment con till precise employee	0.28624308	49.60365	-6.0668726	1.0	0.0	1.0	0.0	0.0	0.0	0.2024044410498539	0.5	0	0.49772507
senior visual designer	{'NER': [], 'ROLES': ['senior visual designer', 'visual designer', 'designer']}	flexible endless access learn resource growth opportunity good team manager kidding	{'NER': [], 'ROLES': []}	provide mac monitor	{'NER': [], 'ROLES': []}	Current Employee, Less Than 1 Year	5.0	2022-10-11	Current	employee	<1 year	IBM	senior visual designer flexible endless access learn resource growth opportunity good team manager kidding provide mac monitor employee	0.29354352	33.716125	36.088245	1.0	0.0	1.0	0.0	0.0	0.0	0.20756660548164527	0.5	0	0.49772152
noc engineer	{'NER': [('noc engineer', 'ORG')], 'ROLES': ['noc engineer', 'engineer']}	great opportunity learn company	{'NER': [], 'ROLES': ['great']}	lot bureaucracy global company	{'NER': [], 'ROLES': ['it']}	Former Employee	4.0	2023-03-07	Former	employee	default	IBM	noc engineer great opportunity learn company lot bureaucracy global company employee	0.2935223	3.45164	31.663025	0.75	0.0	1.0	0.0	0.0	0.0	0.20755157971699667	0.5	0	0.49768555
technical team lead tce	{'NER': [('tce', 'ORG')], 'ROLES': ['technical', 'technical team lead', 'technical team lead tce', 'team lead', 'lead', 'tce']}	good training available cisco employee excellent company new young padawan join management level	{'NER': [('cisco', 'ORG')], 'ROLES': ['good', 'management']}	global company expect work atleast hour day concept work life balance good join company year expect year miss opportunity growth available location bonding management concept provide performance feedback peer level anonymously	{'NER': [('atleast 1214 hours', 'TIME'), ('first year', 'DATE')], 'ROLES': ['it', 'it', 'good', 'management']}	Current Employee, More Than 8 Years	5.0	2021-06-15	Current	employee	default	Cisco	technical team lead tce good training available cisco employee excellent company new young padawan join management level global company expect work atleast hour day concept work life balance good join company year expect year miss opportunity growth available location bonding management concept provide performance feedback peer level anonymously employee	0.28621063	-41.476444	10.619978	1.0	0.0	1.0	0.0	0.0	0.0	0.20238145648076905	0.5	0	0.49766862
hr specialist	{'NER': [], 'ROLES': ['hr', 'hr specialist', 'specialist']}	good benefit nice food smart people	{'NER': [], 'ROLES': ['good']}	slow career growth lot stretch opportunity	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	4.0	2024-08-30	Current	employee	>3 year	Google	hr specialist good benefit nice food smart people slow career growth lot stretch opportunity employee	0.30083406	1.9448123	-8.846054	0.75	0.0	1.0	0.0	0.0	0.0	0.21272181829782796	0.5	0	0.49764737
customer support engineer tac	{'NER': [], 'ROLES': ['customer', 'customer support', 'customer support engineer', 'customer support engineer (tac)', 'support', 'support engineer', 'engineer']}	learn technology quickly apply job secure well deal	{'NER': [], 'ROLES': ['technology']}	compensation market range poland high load stressful environment tac year promotion good performance result cisco like give opportunity review remuneration	{'NER': [('1', 'CARDINAL'), ('5070%', 'PERCENT'), ('poland', 'GPE'), ('2', 'CARDINAL'), ('3', 'CARDINAL'), ('several years', 'DATE'), ('cisco', 'ORG')], 'ROLES': ['it', 'several', 'good']}	Former Employee	1.0	2017-01-31	Former	employee	default	Cisco	customer support engineer tac learn technology quickly apply job secure well deal compensation market range poland high load stressful environment tac year promotion good performance result cisco like give opportunity review remuneration employee	0.2861972	-46.681725	16.233494	0.0	0.0	1.0	0.0	0.0	0.0	0.20237195800705693	0.0	0	0.49764526
talent acquisiton sourcer	{'NER': [], 'ROLES': ['talent', 'talent acquisiton sourcer', 'sourcer']}	benefit worklife balance excellent environment	{'NER': [], 'ROLES': []}	think great company con	{'NER': [], 'ROLES': ['it', 'great', 'great company']}	Current Employee	5.0	2023-01-26	Current	employee	default	IBM	talent acquisiton sourcer benefit worklife balance excellent environment think great company con employee	0.29349402	-21.083567	-27.851387	1.0	0.0	1.0	0.0	0.0	0.0	0.20753158462083438	0.5	0	0.4976376
cbd program	{'NER': [], 'ROLES': ['cbd', 'cbd program', 'program']}	robust company growth opportunity specially cbder program provide strong foundation kick consulting career	{'NER': [], 'ROLES': ['program', 'consulting']}	disorganized time manager distance career ibm network net worth	{'NER': [('ibm', 'ORG')], 'ROLES': ['network']}	Former Employee	3.0	2018-02-02	Former	employee	default	IBM	cbd program robust company growth opportunity specially cbder program provide strong foundation kick consulting career disorganized time manager distance career ibm network net worth employee	0.29343826	-56.47961	-19.73907	0.5	0.0	1.0	0.0	0.0	0.0	0.2074921253124528	0.0	0	0.49754304
scai research fellow	{'NER': [], 'ROLES': ['scai research fellow', 'research', 'research fellow', 'fellow']}	quality research good diversity project	{'NER': [], 'ROLES': ['quality', 'research', 'good', 'diversity', 'projects']}	get skewed llm project relate microsoft invest openai	{'NER': [('microsoft', 'ORG')], 'ROLES': ['projects', 'microsoft']}	Current Employee, More Than 1 Year	5.0	2023-02-26	Current	employee	1 - 3 year	MicroSoft	scai research fellow quality research good diversity project get skewed llm project relate microsoft invest openai employee	0.2761214	29.463312	28.87219	1.0	0.0	1.0	0.0	0.0	0.0	0.19524730991122516	0.5	0	0.4975365
field service	{'NER': [], 'ROLES': ['field service', 'service']}	pad resume help acquire industry experience lucky good manager rare flexibility opportunity develop	{'NER': [], 'ROLES': ['good', 'manager']}	outsource job constantly jeopardy long hour care concern work life balance compensation industry standard benefit industry standard little appreciation recognition work	{'NER': [('long hours', 'TIME')], 'ROLES': []}	Current Employee, More Than 10 Years	2.0	2013-04-06	Current	employee	default	IBM	field service pad resume help acquire industry experience lucky good manager rare flexibility opportunity develop outsource job constantly jeopardy long hour care concern work life balance compensation industry standard benefit industry standard little appreciation recognition work employee	0.2934304	-23.846655	5.5573153	0.25	0.0	1.0	0.0	0.0	0.0	0.2074865812401165	0.0	0	0.49752972
business support operation specialist	{'NER': [], 'ROLES': ['business support', 'business support operations', 'business support operations specialist', 'support', 'support operations specialist', 'operations', 'operations specialist', 'specialist']}	home office nice colleague good one leave unfortunatelly	{'NER': [], 'ROLES': ['good']}	office personal space people have online meeting time horribly crowd want work free overtime training dig bit information position want develope quality work	{'NER': [('0', 'CARDINAL'), ('10', 'CARDINAL')], 'ROLES': ['training', 'quality']}	Former Employee, More Than 5 Years	3.0	2025-03-11	Former	employee	default	IBM	business support operation specialist home office nice colleague good one leave unfortunatelly office personal space people have online meeting time horribly crowd want work free overtime training dig bit information position want develope quality work employee	0.2934187	18.206272	-4.113845	0.5	0.0	1.0	0.0	0.0	0.0	0.20747836680797144	1.0	0	0.4975099
simple consulting	{'NER': [], 'ROLES': ['simpler consulting', 'consulting']}	forward thinking big difference	{'NER': [], 'ROLES': []}	internal process complex extremely difficult actual real human help process support bot	{'NER': [], 'ROLES': ['it']}	Current Employee, More Than 5 Years	3.0	2021-10-19	Current	employee	default	IBM	simple consulting forward thinking big difference internal process complex extremely difficult actual real human help process support bot employee	0.2934066	52.72496	-0.48260897	0.5	0.0	1.0	0.0	0.0	0.0	0.20746978670121358	0.0	0	0.4974894
business analyst manager	{'NER': [], 'ROLES': ['business analyst', 'business analyst manager', 'analyst', 'manager']}	like extremely dedicated job hardworking go extra mile ibm great place work ibm high perform company expect employee highperforme little issue acclimate ibm culture salary competitive benefit excellent large diverse company opportunity growth branch different technology market great	{'NER': [('ibm', 'ORG'), ('ibm', 'ORG'), ('ibm', 'ORG')], 'ROLES': ['great', 'its', 'great']}	want minimum watch clock eighthour mark sprint door want competitive high perform environment ibm probably place	{'NER': [('ibm', 'ORG')], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2017-02-27	Current	employee	1 - 3 year	IBM	business analyst manager like extremely dedicated job hardworking go extra mile ibm great place work ibm high perform company expect employee highperforme little issue acclimate ibm culture salary competitive benefit excellent large diverse company opportunity growth branch different technology market great want minimum watch clock eighthour mark sprint door want competitive high perform environment ibm probably place employee	0.29340273	-39.257027	-26.62647	1.0	0.0	1.0	0.0	0.0	0.0	0.20746702923733318	1.5	1	0.4974828
analista senior application architect	{'NER': [('analista', 'ORG')], 'ROLES': ['analista', 'analista senior - applications architect', 'applications architect', 'architect']}	great place work fun place	{'NER': [], 'ROLES': ['great']}	con	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	5.0	2022-10-12	Current	employee	>3 year	IBM	analista senior application architect great place work fun place con employee	0.29338175	17.785242	25.778805	1.0	0.0	1.0	0.0	0.0	0.0	0.20745221882417716	0.5	0	0.49744725
functional lead gts service delivery	{'NER': [], 'ROLES': ['functional lead', 'functional lead - gts service delivery', 'lead', 'service', 'service delivery', 'delivery']}	great career opportunity work culture	{'NER': [], 'ROLES': ['great']}	load work time breathe	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2012-07-02	Current	employee	1 - 3 year	IBM	functional lead gts service delivery great career opportunity work culture load work time breathe employee	0.293379	24.99361	-16.457584	1.0	0.0	1.0	0.0	0.0	0.0	0.20745029613599977	0.5	0	0.4974426
senior integration architect	{'NER': [], 'ROLES': ['senior integration architect', 'integration architect', 'architect']}	good industry hr policy good inhouse training initiative cross train employee late cloud native technology salary par tech giant feedback initiative ensure overall growth company project choose share career path leadership coaching technology project management vertical well execution complex project	{'NER': [('1', 'CARDINAL'), ('2', 'CARDINAL'), ('3', 'CARDINAL'), ('4', 'CARDINAL'), ('5', 'CARDINAL'), ('6.', 'CARDINAL')], 'ROLES': ['its', 'hr', 'training', 'it', 'tech', 'many', 'projects', 'leadership', 'technology', 'project', 'project management', 'management', 'project']}	large organization employee lose provide proper career coaching	{'NER': [('1', 'CARDINAL')], 'ROLES': ['employee']}	Current Employee, More Than 5 Years	5.0	2022-10-07	Current	employee	default	IBM	senior integration architect good industry hr policy good inhouse training initiative cross train employee late cloud native technology salary par tech giant feedback initiative ensure overall growth company project choose share career path leadership coaching technology project management vertical well execution complex project large organization employee lose provide proper career coaching employee	0.2933727	-26.138708	-6.1799426	1.0	0.0	1.0	0.0	0.0	0.0	0.20744580228155748	1.5	1	0.49743187
